BayesianSearch: New best config found. Config: {'weights1': 0.4352708455998633, 'weights2': 0.9888675957849619, 'weights3': 0.48903280989103226, 'weights4': 0.09240871656055005, 'weights5': 0.17244462784065084, 'normalize': False} - results: {'ROC_AUC': 0.4614497142857098, 'PRECISION': 0.146569999999999, 'RECALL': 0.146569999999999, 'RECALL_TEST_LEN': 0.146569999999999, 'MAP': 0.07962288095238029, 'MRR': 0.4036677380952411, 'NDCG': 0.16963145168870689, 'F1': 0.146569999999999, 'HIT_RATE': 1.4657, 'ARHR': 0.5605390079365091, 'NOVELTY': 0.005341635313667286, 'DIVERSITY_MEAN_INTER_LIST': 0.9729232923292329, 'DIVERSITY_HERFINDAHL': 0.9972826, 'COVERAGE_ITEM': 0.13103949600193845, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.20187074306839187, 'SHANNON_ENTROPY': 9.408623496226712} - time: 2018-11-30 12:48:30.741622
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.7399323505271408, 'weights2': 0.22760514791749054, 'weights3': 0, 'weights4': 0.8900034055288035, 'weights5': 0.7993735691299373, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:43:32.560052
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9110910661835488, 'weights2': 0.047020750104048936, 'weights3': 0, 'weights4': 0.13967375599600385, 'weights5': 0.6893452885091764, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:43:42.894022
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.663381358171062, 'weights2': 0.6380616179665726, 'weights3': 0, 'weights4': 0.5433685769341395, 'weights5': 0.11039588283866009, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:43:52.332611
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.08179195951414597, 'weights2': 0.6976344010033766, 'weights3': 0, 'weights4': 0.5340586531927138, 'weights5': 0.6057073932218828, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:02.037353
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.6710182870443073, 'weights2': 0.174712299297348, 'weights3': 0, 'weights4': 0.13885026786593924, 'weights5': 0.5146995705320102, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:12.005232
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.37169373922308746, 'weights2': 0.1527042290142676, 'weights3': 0, 'weights4': 0.6294124874560532, 'weights5': 0.686809672598632, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:21.915447
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.6275536016627667, 'weights2': 0.01768703241016778, 'weights3': 0, 'weights4': 0.43070807120965016, 'weights5': 0.9776761121933875, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:31.016241
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9948649580520964, 'weights2': 0.46151541866544066, 'weights3': 0, 'weights4': 0.663349841959565, 'weights5': 0.005633726085609081, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:40.805766
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.07862743654766069, 'weights2': 0.4382275312931715, 'weights3': 0, 'weights4': 0.06493582349506677, 'weights5': 0.6133666689191196, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:50.453755
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.3948787209091723, 'weights2': 0.5539172265979874, 'weights3': 0, 'weights4': 0.6342929715649032, 'weights5': 0.5438103234495452, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:44:59.965488
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.28106488594676704, 'weights2': 0.8508077042203692, 'weights3': 0, 'weights4': 0.6107702613710482, 'weights5': 0.09744826814186636, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:45:09.739161
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.914382172339867, 'weights2': 0.8679341558354775, 'weights3': 0, 'weights4': 0.16236494547577918, 'weights5': 0.9983667299381284, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:45:30.019714
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.07686985393175672, 'weights2': 0.11642629037843133, 'weights3': 0, 'weights4': 0.9723033610385743, 'weights5': 0.005904552437026478, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:45:49.088835
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.1457209439138233, 'weights2': 0.6273485368285142, 'weights3': 0, 'weights4': 0.36416747295083784, 'weights5': 0.976949796733857, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:46:08.891008
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9809052701661375, 'weights2': 0.8618852675096137, 'weights3': 0, 'weights4': 0.9227702327668899, 'weights5': 0.9973909049958293, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:46:30.011927
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.00805392542022254, 'weights2': 0.11292514610377868, 'weights3': 0, 'weights4': 0.7493778067053497, 'weights5': 0.042167027118243605, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:46:49.430338
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.40431698535369287, 'weights2': 0.8540665330666609, 'weights3': 0, 'weights4': 0.04026972738260037, 'weights5': 0.8115935972882707, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:47:09.582287
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.5514471606194064, 'weights2': 0.8355391699976686, 'weights3': 0, 'weights4': 0.2230116580217102, 'weights5': 0.7024801576927897, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:47:27.781030
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.8956281571202549, 'weights2': 0.7664619192335173, 'weights3': 0, 'weights4': 0.18499588895733898, 'weights5': 0.13103506451004876, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:47:45.893055
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.14773952482506425, 'weights2': 0.7493004968278224, 'weights3': 0, 'weights4': 0.4044770797811539, 'weights5': 0.6860642012600641, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:48:02.330202
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.33704862680386827, 'weights2': 0.015252518354634037, 'weights3': 0, 'weights4': 0.26724564490477876, 'weights5': 0.11420053041850187, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:48:19.689127
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.31351519860679067, 'weights2': 0.49337887525414104, 'weights3': 0, 'weights4': 0.5493233689688247, 'weights5': 0.0008948194284716937, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:48:38.211627
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.12219701913319525, 'weights2': 0.41361060390996185, 'weights3': 0, 'weights4': 0.3776727996687439, 'weights5': 0.6502615357140205, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:48:55.828862
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.24390195146340254, 'weights2': 0.8822596316176585, 'weights3': 0, 'weights4': 0.02115231298195841, 'weights5': 0.6004902224674489, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:49:15.054780
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.7700494030138754, 'weights2': 0.8539713439772245, 'weights3': 0, 'weights4': 0.8632197868454902, 'weights5': 0.4530994503704072, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:49:33.737576
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.27794020889077775, 'weights2': 0.7379505211179683, 'weights3': 0, 'weights4': 0.33788553157636114, 'weights5': 0.6233886501695657, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:49:53.421753
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.5556249084230473, 'weights2': 0.4874031718857569, 'weights3': 0, 'weights4': 0.6895771365572043, 'weights5': 0.47943231280040366, 'normalize': True} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:50:11.458221
BayesianSearch: Config is suboptimal. Config: {'weights1': 0.9165012805290969, 'weights2': 0.964046291949565, 'weights3': 0, 'weights4': 0.35004916810570186, 'weights5': 0.3596641956044986, 'normalize': False} - results: {'ROC_AUC': 0.4496593333333296, 'PRECISION': 0.1489599999999976, 'RECALL': 0.1489599999999976, 'RECALL_TEST_LEN': 0.1489599999999976, 'MAP': 0.08092331746031678, 'MRR': 0.3941628571428593, 'NDCG': 0.17011244767978786, 'F1': 0.1489599999999976, 'HIT_RATE': 1.4896, 'ARHR': 0.556519761904764, 'NOVELTY': 0.005651704347262161, 'DIVERSITY_MEAN_INTER_LIST': 0.9897467606760676, 'DIVERSITY_HERFINDAHL': 0.9989647786, 'COVERAGE_ITEM': 0.18589774654712868, 'COVERAGE_USER': 0.1982317725885105, 'DIVERSITY_GINI': 0.28533812353401095, 'SHANNON_ENTROPY': 10.512131966927921} - time: 2018-11-30 13:50:31.269036
